"net_tfa","age","inc","fsize","educ","db","marr","twoearn","e401","p401","pira","hown"
3199,46,36390,4,12,0,1,1,0,0,0,1
0,40,40620,5,16,0,1,1,0,0,0,0
-6001,45,58578,2,13,0,1,1,0,0,1,1
4000,45,29250,4,12,1,1,1,1,1,0,0
5640,47,31056,6,9,0,1,1,1,1,0,1
-3400,27,21000,5,12,0,1,0,0,0,0,0
3500,29,130296,2,18,0,1,1,0,0,0,1
23300,36,69783,3,16,0,1,1,1,1,0,1
-7201,38,95955,3,16,1,1,1,0,0,0,1
66049,52,42252,2,14,1,0,0,1,1,0,1
-5000,36,22152,5,14,0,1,1,0,0,0,0
-9176,37,35730,3,13,0,1,1,0,0,0,1
33000,35,47250,4,12,0,1,0,1,1,1,1
12618,59,21843,2,11,0,0,0,0,0,0,1
6457,44,88074,4,18,1,1,1,1,0,1,1
-1400,34,16686,4,10,0,1,1,0,0,0,0
23167,46,55779,1,16,1,0,0,1,1,0,0
16699,26,29700,1,16,1,1,0,0,0,0,0
15900,28,41460,4,12,1,1,1,1,1,0,1
840,50,27561,4,12,0,1,1,0,0,0,1
93970,45,34644,3,8,0,1,0,0,0,1,1
-100,31,25803,5,13,0,1,1,0,0,0,1
-995,29,15555,2,9,0,0,0,0,0,0,0
1500,28,83016,3,14,0,1,1,0,0,0,1
-5396,27,10401,1,15,0,0,0,0,0,0,0
-1951,31,27015,1,13,0,0,0,1,1,0,0
-36,45,11430,4,10,0,1,0,1,0,0,1
-6150,53,22215,1,6,1,0,0,1,0,0,0
11100,36,18750,1,15,0,0,0,0,0,1,1
-5400,38,56115,2,12,0,1,1,0,0,0,1
-8440,31,20853,1,13,1,0,0,1,0,0,1
4100,52,20700,1,16,1,0,0,0,0,0,0
36199,45,30120,1,12,1,0,0,1,0,0,1
-65,26,11232,2,15,0,0,0,0,0,0,0
-16351,38,49704,4,12,0,1,1,1,1,0,1
113600,47,52110,2,16,0,1,1,1,1,1,1
-1087,29,10791,4,12,1,1,0,1,0,0,1
1900,28,20730,4,14,0,1,1,0,0,0,0
11400,44,59664,5,14,0,1,1,0,0,1,1
12200,53,46932,4,1,0,1,0,0,0,1,1
-4870,49,14421,5,11,0,1,0,0,0,0,1
70899,49,91362,3,16,0,1,1,1,1,1,1
106300,44,72000,8,16,0,1,0,1,1,0,1
17212,31,28974,3,17,1,0,0,0,0,0,1
10500,55,39378,2,12,1,1,0,1,1,0,1
0,60,7452,4,9,0,0,0,0,0,0,1
59400,38,29220,3,15,0,1,1,1,1,0,1
350,25,7680,1,16,0,0,0,0,0,0,0
0,40,10560,2,12,0,0,0,0,0,0,0
1370,49,46791,2,12,0,1,1,0,0,0,1
69100,52,62526,2,14,1,1,1,0,0,1,1
5327,42,31131,3,13,0,0,0,1,0,0,0
34271,64,24675,4,12,0,1,0,0,0,1,1
250,42,24132,6,11,0,1,1,1,1,0,1
200,58,20490,4,12,0,1,1,0,0,0,1
-2050,48,21969,1,14,1,0,0,1,0,0,1
1049,48,34974,4,12,0,1,1,0,0,0,0
90295,46,51150,4,15,1,1,1,1,1,1,1
-7000,34,17445,4,12,0,1,1,0,0,0,1
295898,40,66801,3,14,0,1,1,1,1,1,1
210800,25,50100,1,16,0,0,0,0,0,0,1
62399,56,38766,2,12,0,1,0,0,0,1,1
10549,32,28935,4,12,0,1,0,1,1,0,1
3405,56,24243,3,13,1,1,0,1,1,0,1
-1665,44,57396,4,12,0,1,1,1,0,0,1
44364,48,34275,6,12,1,1,1,1,0,1,1
-8701,41,75450,3,16,0,1,1,1,0,0,1
4450,39,48054,3,12,0,1,1,1,0,0,1
170056,53,72108,2,12,0,1,1,0,0,1,1
46249,61,42528,2,12,0,1,0,0,0,0,1
20840,48,91230,3,12,1,1,1,0,0,1,1
24335,44,33852,5,10,1,1,1,1,0,0,1
-4751,32,39465,5,14,1,1,1,0,0,0,0
80548,38,59397,4,12,1,1,1,1,1,1,1
-7817,35,40446,3,14,0,1,1,1,1,0,0
3025,30,44169,2,12,0,1,1,0,0,0,1
-47500,42,63207,5,12,0,1,1,0,0,0,1
-18000,40,18900,6,9,0,1,0,0,0,0,0
73800,53,100008,2,1,0,1,0,1,1,0,1
10535,49,26679,1,12,1,0,0,0,0,0,1
-5000,25,27480,3,12,0,1,1,0,0,0,1
9040,44,31665,4,9,0,1,1,1,0,0,1
-400,28,921,1,13,0,0,0,0,0,0,0
0,50,17688,3,9,0,1,0,0,0,0,1
1000,34,24465,3,11,0,1,1,0,0,0,0
5905,36,48819,5,15,0,1,0,1,0,0,1
1450,40,40620,4,11,0,1,1,0,0,0,1
46200,33,80724,1,16,1,0,0,1,0,1,1
4999,48,39720,4,12,0,1,0,0,0,0,1
-1690,41,20592,3,14,0,0,0,0,0,0,0
5552,45,41100,2,15,0,1,1,1,1,0,1
4600,48,70368,3,12,0,1,1,0,0,0,1
500,29,12810,1,12,0,0,0,1,1,0,0
-18600,39,63294,5,14,1,1,1,0,0,0,1
199,35,33012,3,14,0,0,0,0,0,0,0
4763,27,24693,3,12,1,1,1,1,1,0,1
0,62,15387,3,12,0,1,0,0,0,0,0
-5154,41,79434,4,16,0,1,0,0,0,0,1
0,32,66897,3,16,0,1,0,0,0,0,1
5000,43,4605,5,17,0,1,0,1,1,0,0
10050,43,32433,2,15,1,0,0,1,1,0,0
-3000,40,39816,5,16,0,0,0,1,0,0,1
242150,59,90258,2,14,0,1,0,1,1,1,1
2950,54,46125,4,12,1,1,1,1,0,0,1
50,28,30363,2,16,0,1,0,0,0,0,0
-4100,26,61710,5,11,0,1,0,0,0,0,1
-5004,49,36933,4,16,0,1,0,0,0,0,1
2000,37,16425,1,13,0,0,0,0,0,0,0
-1000,40,10560,3,12,0,0,0,0,0,0,0
32648,61,17967,2,14,0,0,0,0,0,0,0
611900,55,137451,3,13,0,1,0,1,1,1,1
500,33,24351,3,14,0,1,1,1,0,0,1
-301750,38,54183,4,11,0,1,1,0,0,0,0
23550,39,44040,3,18,1,0,0,1,1,1,0
-200,28,26493,5,6,0,1,1,0,0,0,0
225,38,29028,1,17,1,0,0,0,0,0,1
5249,30,31098,1,16,0,0,0,0,0,0,0
2000,28,47790,3,13,0,1,1,1,0,0,1
17250,38,26538,1,17,0,0,0,1,1,0,0
53539,36,35136,4,16,0,1,0,1,1,0,1
-1500,42,11253,5,12,1,0,0,0,0,0,1
-377,36,19302,1,12,0,0,0,1,1,0,1
840,59,12921,1,9,0,0,0,0,0,0,1
13500,37,25800,1,14,0,0,0,0,0,1,1
0,39,28050,5,12,1,1,1,1,0,0,0
-4000,39,13773,1,16,0,0,0,0,0,0,0
37794,55,36117,2,12,0,1,1,0,0,1,1
899,35,42540,5,16,0,1,0,0,0,0,0
7926,29,45687,2,16,0,1,1,0,0,1,0
99169,61,42231,2,12,0,1,0,1,1,1,1
-1900,26,19251,2,16,0,1,1,0,0,0,0
15899,38,20796,1,14,1,0,0,1,1,1,0
0,59,13020,6,9,0,1,0,0,0,0,1
875,59,18204,1,14,1,0,0,0,0,0,1
-888,40,24645,5,12,0,1,1,0,0,0,1
-2752,61,49992,2,12,0,1,0,0,0,0,1
81500,61,51288,2,12,0,1,0,1,1,1,1
-4500,38,38349,4,12,0,1,1,0,0,0,1
1681,29,22464,2,16,1,0,0,0,0,1,1
-3300,57,37569,4,12,0,1,0,0,0,0,1
76840,38,100452,2,18,1,1,1,1,1,0,1
450,54,14310,2,10,0,1,0,0,0,0,0
-9000,30,52923,1,18,0,0,0,1,0,0,1
5900,47,64500,3,15,0,1,1,0,0,0,1
-23701,33,26040,4,13,1,1,1,1,1,1,0
46729,47,31908,3,17,0,0,0,1,1,0,1
51200,42,26016,2,14,0,0,0,0,0,0,1
500,40,35670,8,6,0,1,0,0,0,0,1
-3900,26,19203,1,15,1,1,0,0,0,0,0
-6705,32,49329,2,16,0,1,1,0,0,0,1
130200,48,92064,5,16,1,1,1,0,0,1,1
20,25,18903,1,12,1,0,0,0,0,0,0
0,42,2952,3,4,0,0,0,0,0,0,0
76678,49,37458,2,12,1,0,0,0,0,0,1
-500,44,30840,3,8,0,1,1,0,0,1,1
1500,31,22959,4,12,0,1,1,0,0,0,1
26550,39,30024,2,12,0,0,0,1,1,0,1
1800,27,15099,5,6,0,1,0,0,0,0,0
-1500,31,30324,4,12,0,1,0,0,0,0,1
-2249,38,10614,3,13,0,0,0,0,0,0,1
73149,54,84279,2,18,0,1,1,1,1,1,0
15815,45,50889,1,12,1,0,0,1,1,0,0
-8100,30,35064,1,18,1,0,0,1,0,0,0
22620,35,34758,1,12,0,0,0,1,1,0,1
49642,45,39018,2,18,1,0,0,1,1,0,1
8884,48,45600,3,13,1,1,1,1,1,0,1
3600,58,18825,2,13,0,0,0,0,0,0,1
3874,56,56343,3,12,1,0,0,1,0,0,1
475632,51,69987,3,14,0,0,0,1,0,0,1
-1200,41,19596,2,12,1,0,0,1,1,0,0
-4200,44,21120,3,12,0,0,0,1,0,0,0
13600,37,41994,5,13,1,1,1,1,1,0,1
2000,44,96816,4,17,1,1,1,1,1,0,1
-275,41,15642,2,12,1,0,0,0,0,0,1
-300,39,33078,1,16,0,0,0,0,0,0,0
33567,46,63915,2,12,1,1,1,1,1,0,1
40900,42,49596,4,12,0,1,1,1,0,0,1
27930,43,51153,5,18,1,1,1,1,1,1,1
123598,47,110457,4,16,1,1,1,1,1,1,1
4600,34,31839,2,18,0,1,1,0,0,1,1
4144,44,47769,6,12,0,1,0,0,0,0,1
-700,42,26190,4,12,0,1,1,0,0,0,1
-9925,28,54846,3,18,0,1,1,1,1,0,1
86,36,32073,4,12,0,1,1,0,0,0,0
340,49,41154,4,12,0,1,1,0,0,0,1
500,40,62745,7,11,1,1,1,0,0,0,1
20399,35,50424,4,13,0,1,1,0,0,1,1
200,52,53430,2,18,0,0,0,1,0,0,1
3549,31,13326,5,15,0,1,0,1,1,0,1
0,55,4080,2,14,0,0,0,0,0,0,0
-4000,39,11205,5,14,0,0,0,0,0,0,1
6250,32,52404,4,13,0,1,1,1,1,1,0
0,38,41496,1,12,0,0,0,0,0,0,1
0,48,10200,1,13,0,0,0,0,0,0,0
-1600,36,8004,5,12,0,1,0,0,0,0,0
600,44,60480,2,12,0,1,1,0,0,0,1
2150,46,77235,5,12,1,1,1,0,0,0,1
18699,55,34770,5,12,1,1,1,1,1,1,1
4999,61,16014,6,11,0,0,0,0,0,1,1
2001,54,32520,2,12,0,1,1,0,0,0,1
7598,37,42000,2,14,1,1,1,1,0,0,1
-15047,31,7320,2,16,0,0,0,0,0,0,0
-17300,42,73362,5,14,0,1,1,0,0,0,1
-387,47,36906,4,12,0,1,1,1,0,0,1
0,61,19176,4,12,0,1,0,0,0,0,1
400,27,13464,2,12,0,0,0,0,0,0,0
34475,34,61350,3,16,0,1,0,1,0,0,1
4399,55,33657,2,12,0,1,1,0,0,0,1
3000,31,8784,5,12,0,0,0,0,0,1,0
19949,48,26925,4,14,1,0,0,1,0,1,1
11243,41,63939,4,17,1,1,1,0,0,0,1
36025,60,10755,1,12,1,0,0,1,1,0,0
1679,56,10830,2,12,1,0,0,1,1,0,1
0,49,13950,6,13,0,0,0,0,0,0,0
20600,45,42618,5,18,0,1,0,0,0,1,1
22500,50,58896,3,16,1,0,0,1,0,1,1
7700,32,21915,2,17,1,0,0,0,0,1,1
-2000,30,40389,5,14,1,1,1,0,0,0,1
79565,35,79818,2,14,0,1,1,1,1,1,1
0,48,9966,2,12,1,0,0,0,0,0,0
-30240,25,85380,4,1,0,1,1,0,0,0,0
-90,50,15000,4,13,0,0,0,0,0,0,1
10000,33,25941,4,12,0,1,0,1,1,0,1
16775,36,34140,3,16,0,1,1,1,1,1,1
-17674,47,70101,4,13,1,1,1,1,0,0,1
-9550,42,12600,1,12,0,0,0,0,0,0,1
2000,44,43470,3,17,0,1,0,0,0,0,0
1200,28,12672,2,16,1,0,0,0,0,0,0
0,25,8256,5,9,0,0,0,0,0,0,0
14238,45,23415,1,13,0,0,0,1,1,0,1
500,35,23091,3,16,0,0,0,0,0,0,0
3344,47,51972,4,13,0,1,0,0,0,1,1
17966,44,37620,2,12,0,1,1,1,1,1,1
-2300,34,22698,3,14,0,0,0,0,0,0,0
0,47,28200,4,12,0,1,0,0,0,0,1
6240,28,12747,1,14,0,0,0,0,0,0,0
-8900,30,28443,1,16,0,0,0,0,0,0,0
-12600,43,7050,4,9,0,1,0,0,0,0,0
4509,45,70668,6,18,0,1,1,1,1,0,1
24999,47,35814,3,12,0,1,1,0,0,1,1
48800,26,86820,1,18,0,0,0,0,0,1,0
62899,60,33885,2,7,0,1,0,0,0,1,1
-4450,55,15150,4,9,0,1,0,0,0,0,1
13,39,7023,5,8,1,0,0,0,0,0,0
2350,48,41655,3,10,1,1,1,0,0,1,1
-16725,48,37416,3,16,0,1,0,0,0,0,0
-7061,50,45762,4,12,0,1,1,1,1,0,1
-2200,34,43716,3,12,1,1,1,0,0,0,0
-4750,50,17490,2,13,0,0,0,0,0,0,1
7000,45,50328,2,14,0,0,0,0,0,1,1
207750,62,49788,2,12,0,1,0,0,0,1,0
7500,34,48786,4,13,0,1,1,0,0,1,1
-2293,29,37053,4,12,0,1,1,0,0,0,1
1200,50,28254,5,9,0,1,1,0,0,0,0
22538,48,63438,4,13,0,1,1,1,1,1,1
-1600,45,46812,4,18,0,1,1,1,0,0,0
-14361,31,52185,4,16,0,1,1,0,0,0,1
-825,30,17427,2,13,0,1,1,0,0,0,1
18300,54,45225,1,12,0,0,0,0,0,1,1
695,48,34941,3,12,0,1,1,0,0,0,1
-5100,31,33513,7,11,0,1,1,0,0,0,0
-9500,25,26940,4,12,0,1,0,0,0,0,0
515,28,57612,2,16,0,1,1,0,0,0,1
1953,45,28539,3,12,0,1,1,1,1,0,1
0,38,31500,3,13,0,0,0,0,0,0,1
0,33,28200,3,12,0,1,1,1,0,0,0
22349,60,42396,3,14,0,1,0,0,0,1,1
9000,59,102150,4,13,0,1,1,1,1,0,1
52500,55,34320,3,12,0,1,1,0,0,1,1
-2350,40,6783,1,9,0,0,0,0,0,0,1
2573,26,22830,1,13,0,0,0,0,0,0,0
420,32,28374,2,16,1,1,0,1,1,0,0
5863,40,40677,4,12,1,1,1,1,1,1,1
4150,33,73680,2,18,0,1,1,0,0,0,1
8206,37,59028,4,16,1,1,1,1,1,0,1
2500,37,30540,3,14,0,1,1,0,0,0,1
78600,57,63045,2,12,0,1,0,1,1,1,1
26299,46,57678,2,12,0,0,0,1,1,0,0
10080,59,13140,4,4,0,1,0,1,0,0,0
-2130,31,7938,1,16,1,0,0,1,0,0,0
-601,36,39450,5,12,1,1,1,1,1,0,1
-410,42,34440,1,1,1,0,0,1,1,0,0
600,38,33579,1,16,0,0,0,1,1,0,0
9400,46,36300,2,13,1,1,1,1,1,0,1
2799,60,14850,1,8,1,0,0,1,1,0,1
3000,53,43521,2,14,0,1,1,0,0,1,1
400,25,32580,1,12,0,0,0,0,0,0,0
38845,43,33312,4,17,0,1,1,1,1,1,1
159248,55,53910,3,16,1,1,0,1,1,1,1
9300,28,36300,1,16,0,0,0,0,0,0,0
226,28,14415,1,13,1,0,0,1,0,0,0
9500,47,31431,3,12,0,0,0,0,0,1,1
0,29,16203,4,12,1,1,1,0,0,0,0
6500,60,10368,1,12,0,0,0,0,0,0,0
300,56,38382,2,9,0,1,1,0,0,0,0
-2400,46,56388,5,18,1,1,1,0,0,0,1
-400,37,11763,4,12,0,1,1,0,0,0,1
0,31,11220,1,12,0,0,0,0,0,0,0
-11760,25,23481,2,12,0,1,1,1,1,0,1
-1925,57,14232,1,9,0,0,0,0,0,0,1
9199,49,101946,6,12,0,1,1,0,0,0,1
-20050,43,74955,4,14,1,1,1,0,0,0,1
-3094,27,17010,4,13,0,0,0,0,0,0,0
4800,48,13800,2,12,1,0,0,1,1,0,1
-2000,46,15540,1,12,1,0,0,0,0,0,0
13706,43,39132,4,14,0,1,0,1,1,1,1
-4000,30,53040,4,15,1,1,1,0,0,0,1
12079,44,21411,2,12,0,1,1,0,0,0,1
0,55,76566,2,16,1,0,0,1,0,0,1
2691,36,36045,4,12,0,1,0,0,0,1,1
50,30,16800,2,16,0,0,0,0,0,1,0
9150,43,18900,3,12,0,0,0,0,0,0,0
15199,44,18390,2,12,0,1,0,0,0,1,1
450,47,30000,3,13,1,0,0,1,0,0,0
94571,55,90978,3,13,1,1,1,1,1,1,1
14060,31,48177,4,16,0,1,1,1,1,1,1
207012,60,56712,2,16,0,1,0,0,0,1,1
-3600,30,27624,1,12,1,0,0,0,0,0,1
-100,26,32016,3,12,0,1,1,0,0,0,1
2999,39,28740,2,14,1,0,0,0,0,0,1
1700,42,54597,4,16,0,1,1,1,1,0,1
-39915,44,34686,5,15,0,1,0,0,0,0,1
14950,35,30480,1,16,1,0,0,1,1,0,1
2600,50,18456,1,14,0,0,0,0,0,1,0
1099,59,35241,2,8,0,1,1,0,0,0,1
19,34,11091,4,10,0,0,0,0,0,0,0
-1255,30,25758,2,17,0,1,1,1,1,0,1
5500,39,72360,2,18,1,1,1,0,0,0,0
77,35,16194,1,15,1,0,0,0,0,0,0
4500,42,16512,1,13,0,0,0,1,1,0,1
-205,26,15699,1,12,1,0,0,0,0,0,0
5124,35,28893,4,11,0,1,1,0,0,0,1
67,44,11262,4,8,0,1,0,0,0,0,0
-927,30,36144,4,16,0,1,0,1,0,0,1
-5100,35,38244,3,16,0,1,1,0,0,0,0
-4200,64,10947,2,13,0,1,0,0,0,0,1
1214,49,30600,5,16,0,1,1,1,1,0,0
0,53,16830,1,11,0,0,0,0,0,0,1
49370,43,33636,2,18,1,0,0,1,0,0,0
0,30,12525,2,12,0,0,0,0,0,0,0
17000,53,68196,1,16,0,0,0,1,0,1,0
-7495,42,16326,4,15,1,1,1,0,0,0,1
0,55,10200,1,10,0,0,0,0,0,0,0
13370,43,73194,4,16,0,1,1,1,1,1,1
46150,32,46500,2,18,0,1,1,1,1,1,0
0,35,17226,6,16,0,1,1,0,0,0,0
4499,30,69750,3,16,0,1,1,0,0,1,1
-29,39,21621,2,15,1,0,0,0,0,0,1
3000,53,30780,4,8,1,1,1,0,0,0,1
-4500,35,50910,4,12,0,1,1,0,0,0,1
500,47,36000,2,18,0,0,0,0,0,1,0
-3601,36,26370,6,14,0,1,1,0,0,0,1
384,29,7977,4,12,0,0,0,0,0,0,1
3200,45,15654,4,12,1,0,0,0,0,0,0
-1300,26,12240,6,4,0,1,0,0,0,0,0
57185,53,29238,2,18,0,1,1,1,1,0,1
39600,44,115506,5,18,1,1,1,0,0,0,1
-3395,31,55620,4,12,0,1,1,0,0,0,1
899,40,27735,4,12,0,1,1,0,0,0,1
38250,44,96774,3,15,0,1,1,1,1,0,1
-6235,42,33726,3,14,1,1,0,0,0,0,1
15434,56,35772,2,13,0,1,0,0,0,1,1
26749,55,45990,5,6,0,1,1,0,0,1,1
-3300,27,22296,1,16,0,0,0,0,0,0,0
0,40,8850,1,12,0,0,0,0,0,0,0
100,40,16848,4,8,0,1,0,0,0,0,0
17500,42,39900,2,17,1,0,0,1,1,0,1
-14351,35,57603,2,12,0,1,1,1,1,0,1
-1951,31,24012,2,13,0,1,1,0,0,0,0
-609,29,27486,6,10,0,1,0,0,0,1,0
0,42,13440,4,14,0,0,0,0,0,0,0
0,46,24126,8,12,0,1,0,0,0,0,0
949,33,16731,1,12,0,0,0,0,0,0,0
3800,41,46815,3,12,0,1,1,0,0,1,0
-1120,30,18378,4,12,0,1,0,0,0,0,0
0,48,28053,6,9,0,1,0,0,0,0,0
15100,52,26910,1,18,0,1,0,0,0,1,0
1000,40,56994,3,12,0,1,1,0,0,0,1
-6500,31,32580,3,12,1,0,0,1,0,0,0
-2100,33,22764,4,11,0,1,1,0,0,0,1
-2051,32,20205,5,13,0,1,0,0,0,0,0
500,33,30192,1,16,0,0,0,0,0,0,1
-3288,26,1275,1,16,0,0,0,0,0,0,0
51315,52,42270,4,12,0,1,0,1,1,0,1
4015,60,29148,3,13,0,1,1,1,1,0,1
21991,59,41934,2,12,0,1,1,0,0,1,1
-5575,38,31206,3,12,0,1,1,0,0,0,1
210,49,10674,1,15,0,0,0,0,0,0,0
19304,43,28716,2,17,0,0,0,1,1,0,1
-230,38,11919,2,10,0,0,0,0,0,0,1
2600,34,4350,1,14,0,0,0,0,0,1,1
6520,52,38460,3,14,0,1,0,1,1,0,1
-4700,26,45900,5,13,0,1,1,0,0,0,1
2718,40,39165,4,13,0,1,1,1,1,0,1
6425,47,58548,3,16,0,1,1,1,1,0,1
40000,30,45960,2,18,0,1,1,0,0,0,0
6125,47,58407,4,12,0,1,1,0,0,1,1
6600,42,70635,4,13,0,1,1,1,1,0,1
-350,28,17928,4,12,1,0,0,1,0,0,0
-11530,43,34404,4,12,0,1,1,1,0,0,1
126150,50,49830,1,8,0,0,0,0,0,1,1
-3000,39,1950,3,14,0,1,1,0,0,1,0
-29001,61,49002,5,12,0,1,1,0,0,0,1
400,30,21036,3,12,0,1,0,0,0,0,1
29300,52,37887,2,10,1,1,1,1,1,1,1
-1335,28,31800,4,12,0,1,0,0,0,0,0
20700,26,31050,1,17,1,0,0,1,1,0,0
29857,36,61920,4,13,0,1,0,1,1,1,1
105000,36,85437,5,12,0,1,0,0,0,1,1
36800,40,37680,5,10,0,1,0,1,1,0,1
26900,44,27891,1,14,1,0,0,1,1,0,1
500,29,44895,3,15,0,1,1,0,0,0,1
224400,59,68346,2,16,0,1,0,1,1,1,1
-450,31,12816,4,12,0,0,0,0,0,0,0
29759,25,30264,1,16,0,0,0,1,1,0,0
-1400,52,28344,2,12,1,0,0,0,0,0,0
8973,29,55830,4,18,1,1,1,1,1,1,1
14300,41,68130,4,12,0,1,1,1,1,0,1
31230,43,45798,4,18,0,1,1,1,1,1,1
427,36,76566,5,15,1,1,1,1,1,0,1
200,34,19350,3,12,0,0,0,0,0,0,0
0,25,1560,1,11,0,0,0,0,0,0,1
300,33,30438,4,14,0,1,0,1,0,0,1
371901,50,107301,3,14,1,1,1,1,1,1,1
29700,45,17400,3,10,0,1,0,0,0,0,1
-7800,28,43146,4,14,0,1,1,0,0,0,0
65323,41,50400,4,16,1,1,1,1,1,1,1
4999,41,60600,5,12,1,1,1,0,0,0,1
12800,52,48000,3,12,0,1,1,0,0,1,0
3000,53,28980,1,12,0,0,0,0,0,0,1
-2000,29,35643,5,12,0,1,1,0,0,0,0
-501,38,60096,4,12,0,1,0,0,0,0,1
102800,40,88698,5,18,0,1,1,1,1,1,1
8400,38,31077,4,14,1,0,0,1,1,0,1
-5851,36,15045,7,12,0,1,0,0,0,0,1
350,26,14280,3,12,0,1,0,0,0,0,0
0,48,23634,2,14,1,0,0,0,0,0,1
39000,47,21996,2,12,1,0,0,0,0,1,1
0,37,10524,3,14,0,0,0,0,0,0,0
1500,42,36666,3,18,0,1,1,0,0,0,1
-5490,30,13275,1,12,0,0,0,0,0,0,1
14282,33,45831,3,18,0,1,0,0,0,1,1
-9001,25,33729,1,18,0,0,0,0,0,0,0
-2736,30,39957,4,16,0,1,0,0,0,0,0
38500,41,24594,1,18,0,0,0,1,1,0,0
70349,61,38754,5,12,1,1,1,1,1,1,1
40050,32,47691,2,14,1,1,1,1,1,1,1
41900,61,22320,1,8,0,0,0,0,0,1,1
19952,60,35202,3,12,1,1,0,1,1,1,1
10450,52,41697,2,12,1,1,1,0,0,0,1
900,36,17820,4,12,0,1,0,0,0,0,1
-500,38,10098,2,12,0,0,0,0,0,0,1
0,55,32640,3,13,0,1,1,0,0,0,0
19242,44,45816,3,16,0,0,0,0,0,1,1
-2000,40,32850,3,13,1,0,0,1,0,0,0
0,28,7920,1,13,0,0,0,0,0,0,0
4035,53,28317,2,11,0,1,0,0,0,0,1
482,25,13182,3,16,0,1,0,0,0,0,0
-18500,56,12024,2,12,0,0,0,0,0,0,1
202747,36,48573,3,18,0,1,0,0,0,1,1
32000,37,21000,2,17,0,0,0,0,0,0,1
0,34,6480,3,12,0,0,0,0,0,0,0
105799,39,101637,4,16,0,1,0,1,1,1,1
17099,39,59616,1,18,0,0,0,1,1,1,0
21299,63,59340,2,12,1,1,1,1,1,1,1
-113,36,21369,2,12,0,0,0,0,0,0,1
0,46,36072,5,12,0,1,1,0,0,0,1
41499,61,22893,1,18,0,0,0,0,0,1,0
36500,37,25002,3,13,0,0,0,1,1,0,0
4999,53,13110,3,12,0,0,0,0,0,0,1
3306,28,42411,2,12,0,0,0,1,1,0,1
500,51,13473,2,10,0,0,0,0,0,0,1
0,36,5103,2,12,0,0,0,0,0,0,0
-12425,30,37800,5,12,0,1,0,0,0,0,1
-3300,39,60030,5,15,0,1,0,0,0,0,1
53525,55,50163,3,12,1,0,0,1,1,0,1
-4414,51,14493,2,9,0,0,0,0,0,1,0
-1100,53,4950,2,10,0,1,0,0,0,0,1
19800,44,42840,6,12,0,1,1,1,1,0,1
-24400,30,45180,1,18,1,0,0,0,0,0,1
4410,26,11625,1,13,0,0,0,0,0,0,0
16550,36,67320,4,12,0,1,1,0,0,1,1
1700,47,16260,2,10,0,0,0,0,0,0,1
21550,40,53736,5,13,0,1,1,1,1,0,1
-3075,26,21456,1,13,0,0,0,0,0,0,0
72970,63,37374,2,12,1,1,0,1,1,0,1
-276,48,52836,3,12,0,1,1,0,0,0,1
1000,33,11196,3,12,0,0,0,0,0,0,0
-400,28,11832,1,12,0,0,0,0,0,0,0
0,25,27120,4,12,0,1,0,0,0,0,1
100,41,28035,3,12,0,1,1,0,0,0,1
-8675,25,28800,2,16,0,1,1,0,0,0,0
-4900,48,12513,1,16,0,0,0,0,0,0,0
-7031,48,96837,2,12,1,1,1,1,1,1,1
13370,30,55242,3,14,1,1,1,1,0,1,1
-4700,36,35730,1,16,1,0,0,1,0,0,0
70150,43,54585,2,18,0,0,0,1,1,0,1
0,41,20928,1,10,1,0,0,0,0,0,0
-8900,28,22500,1,16,0,0,0,0,0,0,0
28209,44,51717,1,12,1,0,0,1,0,0,1
-3500,34,49515,2,16,1,0,0,1,0,0,1
-1850,32,17550,2,13,0,1,0,0,0,0,0
1748,48,12576,2,12,0,1,1,0,0,0,0
-4800,42,23400,2,13,0,0,0,0,0,0,0
-3120,31,43950,4,15,0,1,1,1,0,0,1
83100,48,58296,4,12,1,1,1,1,1,1,1
52150,41,59400,1,12,1,0,0,0,0,0,1
0,33,16062,3,12,0,0,0,0,0,0,0
20269,33,13440,4,12,1,0,0,0,0,0,1
31500,42,44898,2,13,1,0,0,1,1,1,1
22700,30,36486,5,9,0,1,0,1,1,0,1
-10550,32,73707,5,14,1,1,1,1,0,0,1
-6900,25,8250,1,14,0,0,0,0,0,0,0
-7300,50,7182,5,9,0,1,0,0,0,0,0
0,26,8160,4,12,0,1,0,0,0,0,0
1029,32,15840,1,14,1,0,0,1,1,0,0
4000,49,23319,5,13,0,0,0,1,1,0,1
126098,52,103164,6,18,1,1,1,0,0,1,1
-3780,26,42222,2,18,1,1,1,1,0,0,1
7000,45,27600,1,17,0,0,0,1,1,1,1
13500,27,59901,2,15,0,1,1,0,0,1,1
42400,39,74814,4,12,1,1,1,1,1,0,1
81798,53,100596,2,14,0,1,0,0,0,1,0
28974,36,9933,4,18,0,1,1,0,0,1,1
17900,58,58959,2,12,0,1,0,0,0,0,1
-12970,44,35034,4,14,0,1,1,0,0,0,1
0,27,26400,4,14,0,1,1,0,0,0,1
19500,56,132996,6,18,0,1,1,1,1,0,1
-12951,34,29166,2,18,0,1,0,0,0,0,0
30957,27,92898,1,18,0,0,0,1,1,1,0
100,37,27720,5,16,0,1,0,0,0,0,1
-7400,34,26598,3,15,0,1,1,1,0,0,1
2085,46,33408,1,15,1,0,0,0,0,0,1
30800,27,73020,2,16,1,1,1,1,1,1,1
-1450,56,8160,1,12,0,0,0,0,0,0,0
